,tvdb_id,aired_season,aired_episode,name,first_aired,overview,series_tvdb_id,rating,imdb_id,tvdb_avg_rating,tvdb_ratings,first_seen
18,11691,2,11,Masked Ball,1990-12-15,"Mrs. Briggs talks about her husband's disappearance into the woods.  Nadine is put on the wrestling team, where she falls for Mike Nelson.  James is hired by a mysterious wealthy woman named Evelyn Marsh.  Dick takes on an orphan named Little Nicky.  The case against Cooper will be handled by DEA Agent Denis (Denise) Bryson.  Hank tells Ben that Jean Renault has taken over One Eyed Jacks.  Windom Earle contacts Cooper with an omnious message.  Dougie Milford weds Lanna Budding.  Josie asks Catherine for protection.  Andrew Packard comes out of hiding, very much alive.",70533,TV-MA,tt0734825,7.7,560,2017-05-13 11:12:10
19,11692,2,12,The Black Widow,1991-01-12,"Ben takes Bobby under his wing in a hope to destroy Hank and Jean.  However, Ben's mental state is starting to crack.  Cooper starts to look at buying real estate.  Major Briggs's supervisor reveals that Briggs was studying transmissions from the woods.  Andy and Dick learn of Little Nicky's troubled life.  James meets Malcom, the chauffer for the Marsh family.  Dougie Milford dies on his honeymoon, and the major blames Lana.  Cooper finds drugs at Dead Dog Farms.  Dick thinks Nicky is trying to kill him.  Evelyn starts an affair with James.  Ben begins to reenact the civil war.  Audrey produces photos that may save Cooper.  Hank catches Ed and Norma in an embrace.  Denise and Cooper enlist Ernie Niles to ensnare Jean Renault.  Major Briggs returns as mysteriously as he had vanished.",70533,TV-MA,tt0734833,7.3,504,2017-05-13 13:31:36
20,11693,2,13,Checkmate,1991-01-19,"Major Briggs has no memory of the place he was taken, but now has an odd tattoo on his neck.  Andy and Dick break into Little Nicky's files.  Mike and Nadine begin an affair.  Shelly and Bobby's love is strained.  Evelyn asks James to kill her husband.  Hank attacks Big Ed, but is beaten by Nadine.  Ben slips deeper into his fantasy life.  When the drug bust goes bad, Cooper is taken hostage by Jean Renault.  Leo Johnson comes back to life.  After physical and mental torture by Renault, Cooper is saved by a quick thinking Bryson and Truman.
Later that night, an explosion and blackout empties out the police station, and when Cooper and Truman return, they find a gruesome scene let by Windom Earle.",70533,TV-MA,tt0734816,7.3,560,2017-05-13 18:12:59
21,11694,2,14,Double Play,1991-02-02,"Windom Earle has taken his first victim in the deadly chess game.  Audrey tells Bobby they have to save Ben from his Civil War fantasy.  Leo awakes and attacks Shelly, but Bobby is able to fend him off.  Doc Hayward offers the true story of Little Nicky's past.  Cooper reveals his rivalry with Earle: they were partners when Cooper fell in love with Caroline, Earle's wife.  Earle went mad, killing Caroline and wounding Cooper.  Mr. Marsh is killed.   Donna confronts Evelyn.  After a heated confrontation Mayor Milford and Lana end up lovers.  Andrew Pakcard reveals himself to Pete, and tells him Josie has been working for his old enemy Thomas Eckheardt.   Cooper suspects Josie in the murder of Jonathan.  Eckheardt arrives in Twin Peaks, and Leo Johnson finds himself in the company of Windom Earle.",70533,TV-MA,tt0734821,7.2,560,2017-05-14 12:07:00
22,11695,2,15,Slaves and Masters,1991-02-09,"The police look for James in the Marsh murder.  Bobby and Shelly tell Truman Leo escaped and Bobby reveals that he saw Hank shoot Leo the night the mill burned.  Albert returns to Twin Peaks with information on Windom Earle, and ends up looking at Josie for the murder of Jonathan and the attempted murder of Cooper.  Nadine ‘breaks up' with Ed.  Dr. Jacoby, Audrey, Bobby and Jerry try to end Ben's fantasy life.  Donna and James escape from the Marsh home.  Pete offers to help Cooper force a stalemate with Earle.  Earle holds Leo as a slave.  Shelly comes back to work.  Eckheardt tells Catherine he wants Josie back.  Earle leaves a 'present' and another omnious message for Cooper.",70533,TV-MA,tt0734832,7.4,476,2017-05-14 18:30:54
23,11696,2,16,The Condemned Woman,1991-02-16,"Truman puts Hank in prison for the attempted murder of Leo, while Hank points the finger at Josie for the murder of Andrew Packard.  Albert reveals that Josie shot Cooper.  Ben enlists John Justice Wheeler to help him stop the Ghostwood plans.  Earle sends a poem to Donna, Shelly and Audrey.  Ben decides to ""save the pine weasel.""  Norma learns her sister Annie is coming to town.   Ed proposes to Norma.  James leaves Twin Peaks.
Caught in her own web of deceit, Josie murders Eckheardt, but is caught by Cooper and Truman.  She confesses to shooting Cooper, but before they can act, Josie dies in Harry's arms.  As she passes away, Cooper has a vision of BOB and the Little Man.  Josie's soul is trapped in a door pull.",70533,TV-MA,tt0734834,7.3,532,2017-05-14 19:18:43
24,11697,2,17,Wounds and Scars,1991-03-28,"Harry sinks into a deep depression after Josie's death.  Josie's body holds more questions then answers.  Norma's troubled sister, Annie, arrives in Twin Peaks.  Wheeler and Audrey hit it off.  Cooper's stalemate angers Earle.  Eckheardt's assistant, Jones, leaves a puzzle for Catherine.  Windom Earle visits Donna.  The Log Lady and Major Briggs share similar tattoos and go to Cooper with them.  The Miss Twin Peaks contest is coming up, and Norma wants Shelly to enter.  Cooper meets and is taken with Annie.  Ben holds a Save the Pine Weasel fashion show that goes wrong.  Jones slips into Harry's bed.",70533,TV-MA,tt0734842,7.1,532,2017-05-15 20:20:56
25,11698,2,18,On the Wings of Love,1991-04-04,"Harry is attacked by Jones in his sleep.  Audrey and Wheeler begin a relationship.  Gordon Cole returns with a report that Windom Earle worked with Major Briggs on Project Bluebook.  Cole reinstates Cooper in the FBI.   Earle plans to kill the winner of Miss Twin Peaks.  Donna spies Eileen Hayward paying a mysterious visit to Ben Horne.  Gordon Cole believes Shelly can cure his hearing loss.  Annie recognizes the two tattoos are coming from Owl Cave.  Earle visits Audrey.  Cooper, Truman, Hawk and Andy visit Owl Cave.   Cooper learns Annie has had a difficult life and offers to help her.   Earle uncovers a petroglyph in Owl Cave.",70533,TV-MA,tt0734828,7.5,420,2017-05-15 21:18:39
26,11699,2,19,Variations and Relations,1991-04-11,"Cooper and company find the mysterious petroglyph.   Windom Earle befriends a rock and roll youth, and tells him tales of places called the White and Black Lodge.  Pete helps Catherine open the first puzzle box.  Lana wants Milford to rig Miss Twin Peaks.  Annie and Cooper go for a nature walk.  Cooper finds the poem Earle sent to the girls.  He tells Harry it's a poem he once gave to Caroline.  Major Briggs agrees to look into Earle's Project Bluebook work.   Cooper deduces Leo Johnson is working with Earle.  Shelly, Lucy, Donna, Nadine, Lana and Audrey enter Miss Twin Peaks.   Mike tells Bobby about Nadine's special bedroom talents.  Cole says goodbye to Shelly.  Donna wants to know what is going on between her mom and Ben Horne.  Treymayne hosts a wine tasting party.  Windom Earle leaves his next victim and a terrifying promise for Cooper: ""Next time, it will be someone you know.""",70533,TV-MA,tt0734841,7.4,448,2017-05-17 08:22:25
27,11700,2,20,The Path to the Black Lodge,1991-04-18,"Bobby and Shelly reaffirm their love.  Cooper calls Shelly, Donna and Audrey together to warn them about Earle.  Briggs shows Cooper a tape of Windom Earle making a report on his quest for the Black Lodge.  Donna discovers pictures of her mom and Ben Horne.   Wheeler is called away on an emergency.  Leo worries about Shelly.  Doc Hayward tells Ben to stay away from Eileen.  Townsfolk have strange tremors in their hands.  Pete has a vision of Josie.  Windom Earle takes Major Briggs captive.  Andrew and Catherine open the next box, only to find another one inside.  A drugged Briggs tells Earle how to open the lodge doorway.  Big Ed is able to break up with Nadine and ask Norma to marry him.  Audrey and Pete chase after Wheeler…Audrey and Wheeler make love before he leaves.  Cooper takes Annie dancing, and convinces her to run for Miss Twin Peaks.  The Giant visits Cooper with a warning.  Windom Earle discovers the cave painting is a map.  BOB reappears.",70533,TV-MA,tt0734839,7.2,476,2017-05-17 19:35:58
28,11701,2,21,Miss Twin Peaks,1991-06-10,Windom Earle sets his sites on the Miss Twin Peaks contest.  Lucy chooses a father for her baby.  Leo is punished when he frees Major Briggs.  Cooper unlocks the key to entering the Black Lodge.  Annie and Dale make a commitment to each other.  Catherine and Andrew find a mysterious key.  Donna confronts Ben Horne. The Miss Twin Peaks contest ends in chaos.  Windom Earle kidnaps Annie. Andy deciphers the Owl Cave puzzle.,70533,TV-MA,tt0734827,7.5,560,2017-05-20 12:13:36
29,11702,2,22,Beyond Life and Death,1991-06-10,Agent Cooper follows Windom Earle and Annie into the depths of the Black Lodge.  Big Ed and Norma get a shock when Nadine suffers head trauma.  Andrew and Pete unlock Eckheart's final box while Audrey stages her act of civil disobedience.  Dr. Hayward and Ben Horne have a final confrontation.  Shelly and Bobby plan their future. Dr. Jacoby and Mrs. Palmer have a message for Major Briggs.  Cooper faces his destiny in the Black Lodge.,70533,TV-MA,tt0734815,7.8,476,2017-05-21 13:57:48
30,55452,1,1,Simpsons Roasting on an Open Fire,1989-12-17,"When his Christmas bonus is cancelled, Homer becomes a department-store Santa--and then bets his meager earnings at the track. When all seems lost, Homer and Bart save Christmas by adopting the losing greyhound, Santa's Little Helper.",71663,TV-PG,tt0348034,7.3,2406,2015-12-27 13:28:59
31,55453,1,2,Bart the Genius,1990-01-14,"After switching IQ tests with Martin, Bart is mistaken for a child genius. When he's enrolled in a school for gifted students, a series of embarrassments and mishaps makes him long for his old life.",71663,TV-PG,tt0756593,7.2,1854,2015-12-27 20:40:31
32,55454,1,3,Homer's Odyssey,1990-01-21,"Homer is fired for nearly causing a meltdown at the nuclear plant. When he finds a new calling as a public safety advocate, he finds himself facing off against Mr. Burns.",71663,TV-PG,tt0701124,7.0,1360,2015-12-28 12:28:28
33,55455,1,4,There's No Disgrace Like Home,1990-01-28,"After an embarrassing experience at the company picnic, Homer pawns the TV and uses the proceeds to take the family to therapy sessions.",71663,TV-PG,tt0756399,7.5,1128,2015-12-28 18:52:55
34,55456,1,5,Bart the General,1990-02-04,"Fed up with Nelson's bullying, the kids from Springfield Elementary decide to teach him a lesson. With advice from Grandpa, Bart leads them into battle.",71663,TV-PG,tt0701059,7.1,1216,2015-12-29 16:08:00
35,55457,1,6,Moaning Lisa,1990-02-11,"When Lisa get a bad case of the blues, jazz musician Bleeding Gums Murphy teaches her how to express her feelings through music.",71663,TV-PG,tt0701178,6.9,1127,2015-12-29 16:34:23
36,55458,1,7,The Call of the Simpsons,1990-02-18,Homer buys an RV and the family takes off on an ill-fated camping trip.,71663,TV-PG,tt0701228,7.1,1215,2015-12-30 13:18:38
37,55459,1,8,The Telltale Head,1990-02-25,"Bart tries to impress the school bullies by stealing the head of the Jebediah Springfield statue in the town square, but everyone is outraged by his act of vandalism.",71663,TV-PG,tt0756398,7.1,1070,2015-12-31 15:52:09
38,55460,1,9,Life on the Fast Lane,1990-03-18,"Homer gives Marge a bowling ball for her birthday, and his self-serving gift backfires: she starts taking lessons from a suave French bowling instructor. When the lessons take a romantic turn, Marge faces temptation.",71663,TV-PG,tt0701152,7.0,1100,2016-01-04 19:00:52
39,55461,1,10,Homer's Night Out,1990-03-25,"Bart puts his new spy camera to use when Homer gets rowdy at a bachelor party, and the incriminating photo gets distributed all over town.",71663,TV-PG,tt0701123,7.2,1244,2016-01-04 19:00:56
40,55462,1,11,The Crepes of Wrath,1990-04-15,"Bart is sent as a foreign exchange student to France, where he is enslaved by corrupt winemakers. Meanwhile, the Simpson family hosts an Albanian student who takes a surprising interest in the workings of the nuclear power plant.",71663,TV-PG,tt0701232,7.5,1301,2016-01-05 13:27:29
41,55463,1,12,Krusty Gets Busted,1990-04-29,"Krusty the Clown gets busted for robbing the Kwik-E-Mart, with Homer as an eyewitness. Convinced that their idol was wrongly accused, Bart and Lisa investigate the crime.",71663,TV-PG,tt0701147,7.7,1243,2016-01-06 17:38:01
42,55464,1,13,Some Enchanted Evening,1990-05-13,"While Homer takes Marge out for a night on the town, the kids spot their babysitter on America's Most Armed and Dangerous.",71663,TV-PG,tt0701215,7.1,1126,2016-01-06 22:10:42
43,55465,2,1,Bart Gets an F,1990-10-11,"In danger of flunking the fourth grade, Bart strikes a deal with the class brain: in exchange for tutoring, he will help Martin become more popular.",71663,TV-PG,tt0763024,7.3,1592,2016-01-08 12:08:19
44,55466,2,2,Simpson and Delilah,1990-10-18,"After Homer charges a miracle hair growth treatment to the company's health insurance, his new found confidence gets him a promotion. ",71663,TV-PG,tt0701211,7.2,1360,2016-01-08 12:08:24
45,55467,2,3,Treehouse of Horror,1990-10-24,"In the first segment, the family moves into a haunted mansion. In the second segment, aliens abduct the Simpsons and invite them to what might be their last supper. In the final segment, Lisa reads Bart Edgar Allan Poe's classic poem ""The Raven.""",71663,TV-PG,tt0701278,7.5,1330,2016-01-13 13:50:00
46,55468,2,4,Two Cars in Every Garage and Three Eyes on Every Fish,1990-11-01,"When a three-eyed fish is found in a nearby stream, the Springfield Nuclear Power Plant faces bad publicity and fails an inspection. Mr. Burns runs for governor, but his spin doctors are no match for Marge.",71663,TV-PG,tt0757023,7.7,1069,2016-01-13 21:53:29
47,55469,2,5,Dancin' Homer,1990-11-08,"Homer becomes a local celebrity as the Springfield Isotopes' mascot. When he's promoted to the big leagues, the family moves to Capital City.",71663,TV-PG,tt0701084,7.3,1013,2016-01-27 12:47:47
48,55470,2,6,Dead Putting Society,1990-11-15,"Competition erupts between neighbors when Todd Flanders and Bart enter a miniature golf tournament. Facing increasing pressure from their fathers, the boys find a way to settle things.",71663,TV-PG,tt0767442,7.6,1187,2016-01-28 15:55:52
49,55471,2,7,Bart vs. Thanksgiving,1990-11-22,"Bart ruins Thanksgiving when he accidentally destroys Lisa's Thanksgiving centerpiece. Angry at being asked to apologize, he runs away and roams Springfield in search of dinner. ",71663,TV-PG,tt0701062,7.2,1129,2016-01-29 19:36:19
50,55472,2,8,Bart the Daredevil,1990-12-06,"Bart decides to emulate his hero, daredevil Lance Murdoch, and performs increasingly risky stunts on his skateboard. When he sets his sights on Springfield Gorge, Homer intervenes. ",71663,TV-PG,tt0767438,8.0,924,2016-01-30 12:41:49
51,55473,2,9,Itchy & Scratchy & Marge,1990-12-20,"Marge wages a one-woman campaign against violence on the Itchy and Scratchy Show. She wins that battle, but draws the line at censoring Michelangelo's ""David.""",71663,TV-PG,tt0701140,7.2,1012,2016-02-06 21:28:14
52,55474,2,10,Bart Gets Hit by a Car,1991-01-10,"After Mr. Burns hits Bart with his car, ambulance-chasing attorney Lionel Hutz persuades Homer and Marge to sue for a million dollars. ",71663,TV-PG,tt0757017,7.6,1012,2016-02-10 22:36:56
53,55475,2,11,"One Fish, Two Fish, Blowfish, Blue Fish",1991-01-24,"After eating poisonous blowfish at a sushi restaurant, Homer decides to live life to the fullest in the 24 hours he has left to live.",71663,TV-PG,tt0701195,7.6,1243,2016-02-12 19:25:10
54,55476,2,12,The Way We Was,1991-01-31,"When the TV breaks, Marge and Homer entertain the kids with the story of how they first met.",71663,TV-PG,tt0701269,7.8,1042,2016-02-15 12:48:40
55,55477,2,13,Homer vs. Lisa and the Eighth Commandment,1991-02-07,"Homer becomes the most popular guy in town when he gets an illegal cable hook-up, but Lisa fears he will go to hell for violating the Eighth Commandment. ",71663,TV-PG,tt0767443,7.8,1013,2016-02-16 21:45:43
56,55478,2,14,Principal Charming,1991-02-14,"When Marge begs Homer to find Selma a husband, he sets her up with Principal Skinner... who falls in love with Patty instead. ",71663,TV-PG,tt0767445,7.5,983,2016-02-16 21:45:45
57,55479,2,15,"Oh Brother, Where Art Thou?",1991-02-21,Homer's long-lost half-brother is the CEO of a car company that's wildly successful... until he hires Homer to help design a car for the average man.,71663,TV-PG,tt0701191,7.8,954,2016-02-17 19:15:44
58,55480,2,16,Bart's Dog Gets an F,1991-03-07,"After a series of destructive acts, Homer decides that Santa's Little Helper must go unless he passes obedience school. As the dog's last hours with the family approach, Bart must find a way to get through to him. ",71663,TV-PG,tt0701063,7.3,867,2016-04-06 22:05:26
59,55481,2,17,Old Money,1991-03-28,"When Grandpa's new girlfriend at the Springfield Retirement Castle dies, he inherits her savings and must decide the best way to spend his windfall.",71663,TV-PG,tt0701192,7.6,897,2016-04-06 22:05:29
60,55482,2,18,Brush With Greatness,1991-04-11,"Marge rediscovers her interest in art and takes up painting. When Mr. Burns hires her to paint his official portrait, Marge tries but fails to find his ""inner beauty."" ",71663,TV-PG,tt0701077,7.6,954,2016-04-07 20:16:40
61,55483,2,19,Lisa's Substitute,1991-04-25,"With Miss Hoover out sick, a substitute teacher takes over the class and becomes an inspiring role model for Lisa. ",71663,TV-PG,tt0701164,7.7,867,2016-04-08 15:08:52
62,55484,2,20,The War of the Simpsons,1991-05-02,"At a lakeside retreat for married couples, Marge is determined to fix her marriage with Homer, but Homer is more determined to catch General Sherman, the freakishly large catfish that lives in the lake. ",71663,TV-PG,tt0766140,7.3,1012,2016-04-09 21:42:57
63,55485,2,21,Three Men and a Comic Book,1991-05-09,"Bart, Milhouse, and Martin pool their money to buy the first issue of Radioactive Man, but their investment and their friendship are threatened when they can't agree on who will keep it.
",71663,TV-PG,tt0701275,7.7,1070,2016-04-10 17:59:12
